GL Code,Name,Party A/c,Vch Narration,Led Narration,A/c Grp 5,A/c Grp 4,A/c Grp3 (Alloc),A/c Grp 2 (MIS),A/c Grp 1,Verical Grp,Final Grp in P&L,"Bangalore Common
Product Group",,"Bangalore Common
Lounge Costs","Bangalore Baklava
","Bangalore Beverages
","Bangalore Breads
",Bangalore Cakes & Pastries,Bangalore Chocolates,Bangalore Cookies,Bangalore Ready to Eat,Chennai Common Product Group,"Delhi Common Product 
Group","Gurgaon Common Product Group
","Mumbai Common
Product Group",Banni Square,1 Mg Cafe,1 MG,Adarsh Palm Retreat,BLR Airport Terminal,TFS Airport,IRHPL-T2,Artizan T2 Internatonal,Basaveshwara Nagar,BEL Road,Bhartiya City Mall,Bhartiya Mall,Bellandur,Bangalore Corporate,Cummulus,International Bakery,Forum Mall,Garuda Mall,Bangalore Retail,"Bangalore HORECA
",HSR,Electronic City,IRHPL-BLR,IRHPL-Delhi,Indiranagar,Jayanagar,J.P Nagar,Kadugodi,Kamanahalli,Koramangala,Lavelle Road,Mahadevpura,Mall of Asia,MAP Smoor,Marathahalli,Orion Mall,Phoenix Mall,RR Nagar,RT Nagar,Sadashivanagar,Sarjapur,Forum Shantiniketan,UB City,Uttarahalli,Vega City,Whitefield Lounge,Yelahanka Cloud Kitchen,Arumbakkam Cloud Kitchen,Avadi CH,"Mumbai Lounge Cost
","Chennai Common Lounge Costs
",Chennai Corporate,Express Avenue SMOOR,Medavakkam TN,Velachery,Delhi Corporate,"Delhi Lounge Cost
",Ambience Mall,Defense Colony CK,Dwarka Cloud Kitchen,Green Park CK,Kalkaji - RF,Laxmi Nagar,Mukherjee Nagar,"Gurgaon Common Lounge Cost
","Gurgaon Corporate
",Gurugram sector 31 Cloud Kitchen,Udyog Vihar CK,Vashi Smoor,Bandra,Bhandup,Mumbai Corporate,Godrej One,Grant Road,Infiniti Mall Malad,Malad,Jio mall,Kharghar,Koreagaon Park,"Pune Common Lounge Costs
",Mahakali,Mira Road,PMC Kurla,Phoenix Mall Pune,Powai,Sakinaka,Seawoods Mall,Versova,Viviana Mall Thane,Pune Common Product Group,Greater Noida 2,Noida Sector 2,Noida Sector 46,Total,Grand Total Airport,Grand Total Bangalore Category,Grand Total Mumbai Category,Bangalore Lounge Total,Mumbai Lounge Total,Mumbai Vertical Total,Delhi Vertical Total,Chennai Vertical Total,Pune Vertical Total,UP Vertical Total,BANGALORE TOTAL,MUMBAI TOTAL,DELHI TOTAL,GURGAON TOTAL,CHENNAI TOTAL,PUNE TOTAL,UP TOTAL
431041,Online Convenience Fee _x000D_,Zomato- Cr,Being commission invoice for the period : JUNE-2024:18467239:ORION:Invoice No: Z25-KAOO-051312_30.06.2024,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Zomato,Corporate Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6741.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6741.78,0,0,0,6741.78,0,0,0,0,0,0,6741.78,0,0,0,0,0,0
431020,Commission on Sales - Aggregators - Lounge,Zomato- Cr,Being commission invoice for the period : JUNE-2024:20351917:SADASHIVANAGAR:Invoice No: Z25-KAOO-046715_30.06.2024,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55205.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55205.02,0,0,0,55205.02,0,0,0,0,0,0,55205.02,0,0,0,0,0,0
431041,Online Convenience Fee _x000D_,Zomato- Cr,Being commission invoice for the period : JUNE-2024:20351917:SADASHIVANAGAR:Invoice No: Z25-KAOO-046715_30.06.2024,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Zomato,Corporate Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516.3,0,0,0,7516.3,0,0,0,0,0,0,7516.3,0,0,0,0,0,0
431020,Commission on Sales - Aggregators - Lounge,Zomato- Cr,Being commission invoice for the period : JUNE-2024:19878861:SHANTINIKETAN:Invoice No: Z25-KAOO-050735_30.06.2024,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45434.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45434.01,0,0,0,45434.01,0,0,0,0,0,0,45434.01,0,0,0,0,0,0
431041,Online Convenience Fee _x000D_,Zomato- Cr,Being commission invoice for the period : JUNE-2024:19878861:SHANTINIKETAN:Invoice No: Z25-KAOO-050735_30.06.2024,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Zomato,Corporate Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6570.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6570.16,0,0,0,6570.16,0,0,0,0,0,0,6570.16,0,0,0,0,0,0
431020,Commission on Sales - Aggregators - Lounge,Zomato- Cr,Being commission invoice for the period : JUNE-2024:18881601:VEGACITY:Invoice No: Z25-KAOO-050774_30.06.2024,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53724.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53724.8,0,0,0,53724.8,0,0,0,0,0,0,53724.8,0,0,0,0,0,0
431041,Online Convenience Fee _x000D_,Zomato- Cr,Being commission invoice for the period : JUNE-2024:18881601:VEGACITY:Invoice No: Z25-KAOO-050774_30.06.2024,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Zomato,Corporate Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7763.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7763.41,0,0,0,7763.41,0,0,0,0,0,0,7763.41,0,0,0,0,0,0
431020,Commission on Sales - Aggregators - Lounge,Zomato- Cr,Being commission invoice for the period : JUNE-2024:20155558:WHITEFIELD NEW:Invoice No: Z25-KAOO-047182_30.06.2024,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186633.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186633.6,0,0,0,186633.6,0,0,0,0,0,0,186633.6,0,0,0,0,0,0
431041,Online Convenience Fee _x000D_,Zomato- Cr,Being commission invoice for the period : JUNE-2024:20155558:WHITEFIELD NEW:Invoice No: Z25-KAOO-047182_30.06.2024,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Zomato,Corporate Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26021.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26021.53,0,0,0,26021.53,0,0,0,0,0,0,26021.53,0,0,0,0,0,0
431020,Commission on Sales - Aggregators - Lounge,Zomato- Cr,Being commission invoice for the period : JUNE-2024:21001146:BHARTIYA CITY MALL:Invoice No: Z25-KAOO-049279_30.06.2024,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26496.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26496.83,0,0,0,26496.83,0,0,0,0,0,0,26496.83,0,0,0,0,0,0
431041,Online Convenience Fee _x000D_,Zomato- Cr,Being commission invoice for the period : JUNE-2024:21001146:BHARTIYA CITY MALL:Invoice No: Z25-KAOO-049279_30.06.2024,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Zomato,Corporate Cost,Aggregator Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3829.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3829.81,0,0,0,3829.81,0,0,0,0,0,0,3829.81,0,0,0,0,0,0
431019,License Cost - Renewal Fees,,Paid twds Kamanahalli Fssai licese renewal,,Expenses,Corporate Costs,Corporate Costs,Rates and Taxes,Rates and Taxes,Corporate Cost,Other Corporate Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,2000,0,0,0,0,0,0,2000,0,0,0,0,0,0
431019,License Cost - Renewal Fees,,Paid twds Jayanagar Fssai licese renewal,,Expenses,Corporate Costs,Corporate Costs,Rates and Taxes,Rates and Taxes,Corporate Cost,Other Corporate Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,2000,0,0,0,0,0,0,2000,0,0,0,0,0,0
451018,Bank Charges,,being Bank charges for the date 2024-July-04,,Expenses,Corporate Costs,Corporate Costs,Other Corporate Expenses,Other Corporate Expenses,Corporate Cost,Finance Cost,0,0,3102.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102.8,0,0,0,0,0,0,0,0,0,0,3102.8,0,0,0,0,0,0
441014,Freight Outwards - Sales - IGST,Ace Hospitality - Haryana,No Remarks,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2542,0,0,0,0,0,0,0,0,0,0,-2542,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - IndiraNagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3400,0,0,0,-3400,0,0,0,0,0,0,-3400,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - Jayanagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1831,0,0,0,-1831,0,0,0,0,0,0,-1831,0,0,0,0,0,0
441014,Freight Outwards - Sales 5%,Smoor Lounge - Jayanagar,0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190,0,0,0,-190,0,0,0,0,0,0,-190,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - Lavelle Road,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3951,0,0,0,-3951,0,0,0,0,0,0,-3951,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - Whitefield (New),0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1204,0,0,0,-1204,0,0,0,0,0,0,-1204,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - Bel Road,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-223,0,0,0,-223,0,0,0,0,0,0,-223,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - Sadashivanagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1937,0,0,0,-1937,0,0,0,0,0,0,-1937,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - New Koramangala,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-776,0,0,0,-776,0,0,0,0,0,0,-776,0,0,0,0,0,0
441014,Freight Outwards - Sales 5%,Smoor Lounge - New Koramangala,0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-286,0,0,0,-286,0,0,0,0,0,0,-286,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - Kammanahalli,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-392,0,0,0,-392,0,0,0,0,0,0,-392,0,0,0,0,0,0
441014,Freight Outwards - Sales 5%,Smoor Lounge - Kammanahalli,0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0
321003,Other Misc Income 5%,Smoor Lounge - APR,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-857,0,0,0,-857,0,0,0,0,0,0,-857,0,0,0,0,0,0
441014,Freight Outwards - Sales 5%,Smoor Lounge - HSR Hub,0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190,0,0,0,-190,0,0,0,0,0,0,-190,0,0,0,0,0,0
Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2670,0,0,0,-2670,0,0,0,0,0,0,-2670,0,0,0,0,0,0
Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1470,0,0,0,-1470,0,0,0,0,0,0,-1470,0,0,0,0,0,0
Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - New Koramangala,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-960,0,0,0,-960,0,0,0,0,0,0,-960,0,0,0,0,0,0
Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1530,0,0,0,-1530,0,0,0,0,0,0,-1530,0,0,0,0,0,0
Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bel Road,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-570,0,0,0,-570,0,0,0,0,0,0,-570,0,0,0,0,0,0
Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-870,0,0,0,-870,0,0,0,0,0,0,-870,0,0,0,0,0,0
Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - HSR Hub,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1020,0,0,0,-1020,0,0,0,0,0,0,-1020,0,0,0,0,0,0
Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - JP Nagar,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-630,0,0,0,-630,0,0,0,0,0,0,-630,0,0,0,0,0,0
