,0,1,2,3,4,5,6,7,8,9,10,11
1329,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 29.07.2024 to 31.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240802DO29001146 dated 02.08.2024 Swiggy dineout. 5% TDS deducted on 1113.95/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1330,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 01.07.2024 to 03.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240802DO29001146 dated 05.07.2024 Swiggy dineout. 5% TDS deducted on 624.25/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1331,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 04.07.2024 to 07.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240709DO29001235 dated 09.07.2024 Swiggy dineout. 5% TDS deducted on 1811.85/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1332,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 08.07.2024 to 10.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240712DO29000968 dated 12.07.2024 Swiggy dineout. 5% TDS deducted on 654.55/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1333,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 11.07.2024 to 14.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240717DO29001201 dated 17.07.2024 Swiggy dineout. 5% TDS deducted on 1443.85/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1334,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 15.07.2024 to 17.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240719DO29000887 dated 19.07.2024 Swiggy dineout. 5% TDS deducted on 670.40/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1335,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 18.07.2024 to 21.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240723DO29000713 dated 23.07.2024 Swiggy dineout. 5% TDS deducted on 1771.30/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1336,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 22.07.2024 to 24.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240726DO29000455 dated 26.07.2024 Swiggy dineout. 5% TDS deducted on 1466.35/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1337,431020,Commission on Sales - Aggregators - Lounge,Bundl Technologies Private Limited- Dineout,Being commission invoice received for the period 25.07.2024 to 28.07.2024 for Lavelle Road lounge rest ID.687951 invoice No.240730DO29000580 dated 30.07.2024 Swiggy dineout. 5% TDS deducted on 2823.05/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
1338,441013,Gift Vouchers,,,,Expenses,Direct Vertical Costs,Lounge Costs,Advertisement - Direct,Advertisement - Direct,Verical Cost,Advertisements & Marketing
1339,451018,Bank Charges,,being Bank charges for the date 2024-Aug-10,,Expenses,Corporate Costs,Corporate Costs,Other Corporate Expenses,Other Corporate Expenses,Corporate Cost,Finance Cost
1340,451065,Software License Fees,GrayMatter Software Services Private Limited-Cr,Being Int Bakery e-POS machine Installation charges (One time charges) received Credit note # GMIEPOS2425CR7 dt 08.08.24,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - Licences & Regn,Verical Cost,Other Infra Cost
1341,451037,Staff Welfare,,Being Lavelle road office drinking water charges for the month of Jul-24 Inv no 1292 31.07.24,,Expenses,Staff Costs,Staff Costs - Others,Staff Welfare,Staff Welfare,Corporate Cost,Other Corporate Cost
1342,321003,Other Misc Income 5%,Smoor Lounge - IndiraNagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1343,321003,Other Misc Income 5%,Smoor Lounge - Jayanagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1344,441014,Freight Outwards - Sales 5%,Smoor Lounge - Jayanagar,0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
1345,321003,Other Misc Income 5%,Smoor Lounge - New Koramangala,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1346,441014,Freight Outwards - Sales 5%,Smoor Lounge - New Koramangala,0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
1347,321003,Other Misc Income 5%,Smoor Lounge - Whitefield (New),0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1348,441014,Freight Outwards - Sales 5%,Smoor Lounge - Whitefield (New),0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
1349,321003,Other Misc Income 5%,Smoor Lounge - APR,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1350,321003,Other Misc Income 5%,Smoor Lounge - Bel Road,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1351,321003,Other Misc Income 5%,Smoor Lounge - Kammanahalli,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1352,321003,Other Misc Income 5%,Smoor Lounge - Lavelle Road,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1353,321003,Other Misc Income 5%,Smoor Lounge - Sadashivanagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1354,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
1355,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
1356,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
1357,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
1358,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
1359,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
1360,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
1361,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
1362,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
1363,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
1364,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
1365,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
1366,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
1367,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
1368,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
1369,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
1370,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - 1MG Cafe,0,,,,,,,,
1371,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
1372,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bel Road,0,,,,,,,,
1373,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Orion,0,,,,,,,,
1374,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
1375,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
1376,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Vega City,0,,,,,,,,
1377,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
1378,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Forum Mall,0,,,,,,,,
1379,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
1380,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
1381,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bel Road,0,,,,,,,,
1382,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Bel Road,0,,,,,,,,
1383,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
1384,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
1385,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
1386,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
1387,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
1388,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
1389,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
1390,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
1391,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
1392,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
1393,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
1394,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
1395,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
1396,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
1397,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
1398,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
1399,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Orion,0,,,,,,,,
1400,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Orion,0,,,,,,,,
1401,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
1402,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
1403,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
1404,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
1405,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
1406,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
1407,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
1408,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
1409,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Vega City,0,,,,,,,,
1410,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Vega City,0,,,,,,,,
1411,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - 1MG Cafe,0,,,,,,,,
1412,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
1413,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
1414,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
1415,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
1416,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Forum Mall,0,,,,,,,,
1417,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
1418,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
1419,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
1420,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
1421,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
1422,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
1423,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
1424,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
1425,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
1426,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
1427,421023,Consumables - General Factory @ 18%,U S Enterprises,Purchase of Consumable  material vide  Against Supplier Invoice USE24/25-349/09-08-2024 dated 09-08-2024 against GRN no: GRN/BLR/2024/7112 for HAL,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Factory Cost,Other  Factory Overheads
1428,411008,PM - Freight Inward  @ 18%,POOJA PACKAGING,Purchase of Packing  material vide  Against Supplier Invoice PP/0108/24-25/02-08-2024 hold dated 02-08-2024 against GRN no: GRN/BLR/2024/7096 for JIGANI,,Expenses,Purchases - PM - Freight,Production Costs - Direct,Factory - Freight Inwards,Factory Supplies,Factory Cost,Other  Factory Overheads
1429,411008,PM - Freight Inward  @ 18%,Red Box - Blr (Cr),Purchase of Packing  material vide  Against Supplier Invoice RB/2024-25/015/10-08-2024 dated 10-08-2024 against GRN no: GRN/BLR/2024/7138 for Avalahalli,,Expenses,Purchases - PM - Freight,Production Costs - Direct,Factory - Freight Inwards,Factory Supplies,Factory Cost,Other  Factory Overheads
1430,411008,PM - Freight Inward @ 12%,Red Box - Blr (Cr),Purchase of Packing  material vide  Against Supplier Invoice RB/2024-25/015/10-08-2024 dated 10-08-2024 against GRN no: GRN/BLR/2024/7138 for Avalahalli,,Expenses,Purchases - PM - Freight,Production Costs - Direct,Factory - Freight Inwards,Factory Supplies,Factory Cost,Other  Factory Overheads
1431,411025,Die Charges 18%,J.J. ENGINEERING,Purchase of Packing  material vide  Against Supplier Invoice JJE/0860/24-25/10-08-2024 dated 10-08-2024 against GRN no: GRN/BLR/2024/7132 for Avalahalli,,Expenses,Die Charges,Factory Overheads,Other factory overheads,Other factory overheads,Factory Cost,Other  Factory Overheads
1432,411002,RM - Freight Inward  @ 18%,Chemistar Ingredients,Purchase of raw material vide  Against Supplier Invoice 1003/CI/24-25/08-08-2024 dated 08-08-2024 against GRN no: GRN/BLR/2024/7139-1 for HAL,,Expenses,Purchases - RM - Freight,Production Costs - Direct,Factory - Freight Inwards,Factory Supplies,Factory Cost,Other  Factory Overheads
1433,451018,Bank Charges,,being Bank charges for the date 2024-Aug-11,,Expenses,Corporate Costs,Corporate Costs,Other Corporate Expenses,Other Corporate Expenses,Corporate Cost,Finance Cost
1434,321003,Other Misc Income 5%,Smoor Lounge - IndiraNagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1435,321003,Other Misc Income 5%,Smoor Lounge - Kammanahalli,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1436,321003,Other Misc Income 5%,Smoor Lounge - Lavelle Road,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1437,321003,Other Misc Income 5%,Smoor Lounge - New Koramangala,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1438,321003,Other Misc Income 5%,Smoor Lounge - Whitefield (New),0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1439,441014,Freight Outwards - Sales 5%,Smoor Lounge - Whitefield (New),0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
1440,321003,Other Misc Income 5%,Smoor Lounge - Bel Road,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1441,321003,Other Misc Income 5%,Smoor Lounge - Jayanagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1442,321003,Other Misc Income 5%,Smoor Lounge - Sadashivanagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1443,321003,Other Misc Income 5%,Smoor Lounge - APR,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
1444,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
1445,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
1446,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bel Road,0,,,,,,,,
1447,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
1448,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
1449,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
1450,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
1451,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Orion,0,,,,,,,,
1452,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
1453,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
1454,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
1455,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Vega City,0,,,,,,,,
1456,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
1457,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
1458,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Forum Mall,0,,,,,,,,
1459,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
1460,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
1461,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
1462,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
1463,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
1464,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
1465,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
1466,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - 1MG Cafe,0,,,,,,,,
1467,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
1468,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
1469,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
1470,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
1471,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
1472,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
1473,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - 1MG Cafe,0,,,,,,,,
1474,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - 1MG Cafe,0,,,,,,,,
1475,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
1476,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
1477,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
1478,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
1479,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
1480,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
1481,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
1482,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
1483,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
1484,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
1485,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
1486,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
1487,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
1488,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
1489,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Orion,0,,,,,,,,
1490,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Orion,0,,,,,,,,
1491,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
1492,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
1493,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
1494,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
1495,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
1496,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
1497,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Vega City,0,,,,,,,,
1498,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Vega City,0,,,,,,,,
1499,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
1500,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
1501,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bel Road,0,,,,,,,,
1502,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Bel Road,0,,,,,,,,
1503,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Forum Mall,0,,,,,,,,
1504,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Forum Mall,0,,,,,,,,
1505,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
1506,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
1507,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
1508,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
1509,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
1510,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
1511,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
1512,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
1513,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
1514,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
1515,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
1516,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
1517,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
1518,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
1519,451018,Bank Charges,,"being PHI EDC amount received for 08-08-2024 , 09-08-2024 , 10-08-2024 & 11-08-2024",,Expenses,Corporate Costs,Corporate Costs,Other Corporate Expenses,Other Corporate Expenses,Corporate Cost,Finance Cost
1520,441016,Conveyance Charges_x000D_,Afroz Khan,NEFT payment made to Afroz Khan for conveyance charges for Auditors pickup and drop for dt. 5th and 6th Aug 24 . UTR No :,,Expenses,Direct Vertical Costs,Lounge Costs,Transport and Conveyance,Transport and Conveyance,Verical Cost,Other Corporate Cost
1521,451018,Bank Charges,,being Bank charges for the date 2024-Aug-12,,Expenses,Corporate Costs,Corporate Costs,Other Corporate Expenses,Other Corporate Expenses,Corporate Cost,Finance Cost
